AIM/CGE 2.0,model,scenario,unit,,,,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
MESSAGE-GLOBIOM 1.0,MESSAGE-GLOBIOM 1.0,SSP2-34,USD2010/TCO2.Capita,,,,0,1643.555886,3126.484349,2892.097644,2676.171963,2494.857327,2324.378295,2990.277024,3628.434057,#DIV/0!,5774.561041,#DIV/0!,9334.357632,#DIV/0!,15284.88497,#DIV/0!,25309.94332,#DIV/0!,42238.37322
MESSAGE-GLOBIOM 1.0,MESSAGE-GLOBIOM 1.0,SSP2-45,USD2010/TCO2.Capita,,,,0,1347.922111,2564.109575,2106.406821,1684.754157,1304.595196,947.1550406,1218.500877,1478.542301,#DIV/0!,2353.062538,#DIV/0!,3803.635871,#DIV/0!,6228.401575,#DIV/0!,10313.48883,#DIV/0!,17211.61527
MESSAGE-GLOBIOM 1.0,MESSAGE-GLOBIOM 1.0,SSP2-60,USD2010/TCO2.Capita,,,,0,1176.030207,2237.125045,1659.087874,1126.578706,639.0946507,180.7432925,232.5236422,282.1467951,#DIV/0!,449.0300169,#DIV/0!,725.8393889,#DIV/0!,1188.551821,#DIV/0!,1968.100109,#DIV/0!,3284.453114
MESSAGE-GLOBIOM 1.0,MESSAGE-GLOBIOM 1.0,SSP2-Baseline,USD2010/TCO2.Capita,,,,0,0,0,0,0,0,0,0,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0
MESSAGE-GLOBIOM 1.0,MESSAGE-GLOBIOM 1.0,SSP3-34,USD2010/TCO2.Capita,,,,0,2628.744758,5000.57796,6479.859751,7842.628713,9169.183142,10416.46091,13400.61633,16260.45025,#DIV/0!,25878.09807,#DIV/0!,41830.9637,#DIV/0!,68497.63608,#DIV/0!,113423.8998,#DIV/0!,189286.9145
MESSAGE-GLOBIOM 1.0,MESSAGE-GLOBIOM 1.0,SSP3-45,USD2010/TCO2.Capita,,,,0,2172.614417,4132.895648,4198.903248,4259.711885,4347.717916,4430.464589,5699.724385,6916.106143,#DIV/0!,11006.81002,#DIV/0!,17792.0901,#DIV/0!,29134.3067,#DIV/0!,48242.92999,#DIV/0!,80509.97551
MESSAGE-GLOBIOM 1.0,MESSAGE-GLOBIOM 1.0,SSP3-60,USD2010/TCO2.Capita,,,,0,1383.443749,2631.681261,2269.044694,1934.97051,1638.192609,1359.150552,1748.52611,2121.680076,#DIV/0!,3376.599252,#DIV/0!,5458.145498,#DIV/0!,8937.638271,#DIV/0!,14799.66112,#DIV/0!,24698.34186
MESSAGE-GLOBIOM 1.0,MESSAGE-GLOBIOM 1.0,SSP3-Baseline,USD2010/TCO2.Capita,,,,0,0,0,0,0,0,0,0,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.0,CD-LINKS-INDC2030i_1600,USD2010/TCO2.Capita,,,,0,16.20342559,30.8232637,638.342161,1198.010983,2261.195734,3260.843148,4195.024389,5090.287142,#DIV/0!,8101.064007,#DIV/0!,13095.06235,#DIV/0!,21442.98805,#DIV/0!,35507.02356,#DIV/0!,59255.72303
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.0,CD-LINKS-INDCi,USD2010/TCO2.Capita,,,,0,16.20342544,30.82326372,638.3421516,1198.010949,909.793865,638.8010143,446.388831,261.9926463,#DIV/0!,170.9514927,#DIV/0!,137.6040247,#DIV/0!,127.8041992,#DIV/0!,114.6423943,#DIV/0!,233.9791083
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.0,CD-LINKS-NDC2030i_1000,USD2010/TCO2.Capita,,,,0,16.20342544,30.8232637,638.3421516,1198.010949,5675.479143,9885.367936,12717.3724,15431.39399,#DIV/0!,24558.67742,#DIV/0!,39698.17108,#DIV/0!,65005.21918,#DIV/0!,107640.8661,#DIV/0!,179635.9327
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.0,CD-LINKS-NPi,USD2010/TCO2.Capita,,,,0,16.20342544,30.82326372,55.28061744,77.81163337,105.008478,130.5800033,131.0334462,131.4679984,#DIV/0!,40.05974791,#DIV/0!,76.26769949,#DIV/0!,54.9918213,#DIV/0!,51.36604304,#DIV/0!,66.63251722
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.0,CD-LINKS-NPi2020_1000,USD2010/TCO2.Capita,,,,0,16.20342544,30.82326372,2099.360121,4004.972536,5102.178868,6133.814703,7891.057601,9575.092783,#DIV/0!,15238.52077,#DIV/0!,24632.48968,#DIV/0!,40335.371,#DIV/0!,66790.55135,#DIV/0!,111463.0751
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.0,CD-LINKS-NPi2020_1600,USD2010/TCO2.Capita,,,,0,16.20342544,30.82326372,1083.812425,2053.86486,2616.543695,3145.596101,4046.760719,4910.382318,#DIV/0!,7814.749667,#DIV/0!,12632.24734,#DIV/0!,20685.13445,#DIV/0!,34252.10801,#DIV/0!,57161.46592
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.0,CD-LINKS-NPi2020_400,USD2010/TCO2.Capita,,,,0,16.20342544,30.82326372,6923.638416,13273.55385,16909.99014,20329.10821,26153.08299,31734.42774,#DIV/0!,50504.54402,#DIV/0!,81638.68116,#DIV/0!,133682.2349,#DIV/0!,221361.7969,#DIV/0!,369418.5506
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.0,CD-LINKS-No-Policy,USD2010/TCO2.Capita,,,,0,0,0,0,0,0,0,0,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.0,LowEnergyDemand (1.3/IPCC-AR6),USD2010/TCO2.Capita,,,,0,0,328.8699172,22099.08156,42154.60313,47881.75657,53266.64777,61098.26422,68603.61117,#DIV/0!,90079.51106,#DIV/0!,120135.3444,#DIV/0!,162303.461,#DIV/0!,221735.8968,#DIV/0!,305303.1545
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ECEMF-DIAG-C400-lin,USD2010/TCO2.Capita,,,,0,0,2118.64788,12209.63012,24147.52067,35439.96816,46057.56409,56505.92789,66519.00704,#DIV/0!,86856.99778,#DIV/0!,102468.4644,#DIV/0!,124822.6112,#DIV/0!,149065.5846,#DIV/0!,175440.4996
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ECEMF-DIAG-NPi,USD2010/TCO2.Capita,,,,0,0,2118.64788,3303.04827,2619.790703,4611.155013,4933.213732,5380.502844,5809.157642,#DIV/0!,6973.478303,#DIV/0!,8500.846114,#DIV/0!,10101.43126,#DIV/0!,11873.01413,#DIV/0!,13690.79833
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1000,USD2010/TCO2.Capita,,,,0,0,1985.174167,5062.203717,12392.1828,62646.46903,75895.30611,81601.84077,108499.6186,#DIV/0!,143212.2521,#DIV/0!,38935.42806,#DIV/0!,24168.94997,#DIV/0!,23764.22849,#DIV/0!,31385.94554
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1000-COV,USD2010/TCO2.Capita,,,,0,0,637.7038694,3145.377551,9489.376153,24754.4339,34937.27781,38070.95894,47769.22555,#DIV/0!,82000.41511,#DIV/0!,53716.16755,#DIV/0!,23741.08079,#DIV/0!,24236.69754,#DIV/0!,26222.43077
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1000-COV-NDCp,USD2010/TCO2.Capita,,,,0,0,637.7038694,3232.264209,13528.36728,22079.92306,28793.64181,32508.40835,42048.50191,#DIV/0!,74060.94121,#DIV/0!,62040.96511,#DIV/0!,22957.40619,#DIV/0!,24310.56862,#DIV/0!,26004.82523
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1000-NDCp,USD2010/TCO2.Capita,,,,0,0,1985.174167,7122.599593,15892.92053,36919.46323,60964.24187,58832.99933,84549.46494,#DIV/0!,143051.2538,#DIV/0!,39685.48362,#DIV/0!,24057.53628,#DIV/0!,23791.55852,#DIV/0!,31513.17733
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1000f,USD2010/TCO2.Capita,,,,0,0,1985.174167,5062.203717,12392.1828,11462.36703,14192.07733,17727.75954,22154.31484,#DIV/0!,35258.03547,#DIV/0!,56993.27735,#DIV/0!,93325.722,#DIV/0!,154536.2352,#DIV/0!,257897.0393
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1000f-COV,USD2010/TCO2.Capita,,,,0,0,637.7038694,3145.377551,9489.376153,9426.231753,11671.04575,14578.66158,18218.89889,#DIV/0!,28994.91987,#DIV/0!,46869.18847,#DIV/0!,76747.66317,#DIV/0!,127084.9523,#DIV/0!,212085.1002
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1000f-COV-NDCp,USD2010/TCO2.Capita,,,,0,0,637.7038694,3232.264209,13528.36728,9150.972056,11330.23421,14152.94343,17686.88051,#DIV/0!,28148.22597,#DIV/0!,45500.53989,#DIV/0!,74506.51962,#DIV/0!,123373.8866,#DIV/0!,205891.9064
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1000f-NDCp,USD2010/TCO2.Capita,,,,0,0,2010.214527,7287.365209,16417.6834,11732.20742,14682.36441,18582.76172,23520.93836,#DIV/0!,38489.71682,#DIV/0!,64149.8178,#DIV/0!,108841.0324,#DIV/0!,188093.2413,#DIV/0!,330763.1647
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1200,USD2010/TCO2.Capita,,,,0,0,2010.214527,5179.306624,12801.35601,12425.49274,16280.71571,21539.02343,25545.05391,#DIV/0!,43688.3514,#DIV/0!,63888.06321,#DIV/0!,33128.17038,#DIV/0!,29124.55264,#DIV/0!,38828.18041
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1200-COV,USD2010/TCO2.Capita,,,,0,0,645.7476645,3218.138917,9802.702595,10107.34238,13161.38767,16494.60112,20337.24023,#DIV/0!,30795.57012,#DIV/0!,48375.83529,#DIV/0!,37892.37161,#DIV/0!,29940.33957,#DIV/0!,31577.47501
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1200-COV-NDCp,USD2010/TCO2.Capita,,,,0,0,645.7476645,3307.035505,13975.05577,9244.443032,12808.82622,15958.7056,19490.09476,#DIV/0!,30464.97365,#DIV/0!,45739.55092,#DIV/0!,39752.85741,#DIV/0!,30108.73883,#DIV/0!,30650.75869
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1200-NDCp,USD2010/TCO2.Capita,,,,0,0,2010.214527,7287.365209,16417.6834,12254.29738,16387.14041,20946.07642,24857.55209,#DIV/0!,46058.33339,#DIV/0!,61773.0328,#DIV/0!,34312.75119,#DIV/0!,29019.24728,#DIV/0!,38763.90742
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1200f,USD2010/TCO2.Capita,,,,0,0,1985.174167,5062.203792,12392.18315,7342.043192,9090.517144,11355.24421,14190.60643,#DIV/0!,22583.99322,#DIV/0!,36506.16744,#DIV/0!,59778.35544,#DIV/0!,98985.81254,#DIV/0!,165191.9835
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1200f-COV,USD2010/TCO2.Capita,,,,0,0,637.7038694,3145.377598,9489.376422,6363.226231,7878.599409,9841.400543,12298.76163,#DIV/0!,19573.1698,#DIV/0!,31639.28571,#DIV/0!,51808.90244,#DIV/0!,85789.35079,#DIV/0!,143169.1336
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1200f-COV-NDCp,USD2010/TCO2.Capita,,,,0,0,637.7038694,3232.264257,13528.36766,6286.531729,7783.640462,9722.784405,12150.52748,#DIV/0!,19337.25889,#DIV/0!,31257.94468,#DIV/0!,51184.46165,#DIV/0!,84755.35147,#DIV/0!,141443.549
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1200f-NDCp,USD2010/TCO2.Capita,,,,0,0,1985.174167,7122.599698,15892.92099,7193.893247,8907.085969,11126.1147,13904.26413,#DIV/0!,22128.28665,#DIV/0!,35769.53507,#DIV/0!,58572.12989,#DIV/0!,96988.44719,#DIV/0!,161858.6903
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1400,USD2010/TCO2.Capita,,,,0,0,1985.174167,5062.203792,12392.18315,6788.740339,8474.355905,10482.53531,13295.87123,#DIV/0!,21599.98712,#DIV/0!,30929.10466,#DIV/0!,44915.61722,#DIV/0!,22952.95644,#DIV/0!,28069.34691
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1400-COV,USD2010/TCO2.Capita,,,,0,0,637.7038694,3145.377598,9489.376422,5477.59717,7289.902575,9065.659869,11239.28191,#DIV/0!,18960.93545,#DIV/0!,26611.78534,#DIV/0!,37866.82123,#DIV/0!,25760.33136,#DIV/0!,22174.84965
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1400-COV-NDCp,USD2010/TCO2.Capita,,,,0,0,631.5109344,3169.183035,13144.45431,5125.191224,6732.1196,8420.213286,9958.610794,#DIV/0!,16189.28002,#DIV/0!,22629.07199,#DIV/0!,31294.43853,#DIV/0!,19592.31115,#DIV/0!,15889.3246
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1400-NDCp,USD2010/TCO2.Capita,,,,0,0,1965.895541,6983.594265,15441.90541,6357.430458,8138.274987,9753.858705,12180.22761,#DIV/0!,19261.06067,#DIV/0!,25971.53914,#DIV/0!,35442.85499,#DIV/0!,17743.40949,#DIV/0!,19999.22861
MESSAGE-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1400f,USD2010/TCO2.Capita,,,,0,0,1965.895541,4963.40927,12040.51289,5191.777473,6358.752956,7816.59067,9621.716833,#DIV/0!,14742.71603,#DIV/0!,22810.52324,#DIV/0!,35460.53694,#DIV/0!,55313.62744,#DIV/0!,86542.18516
MESSAGEix-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1400f-COV,USD2010/TCO2.Capita,,,,0,0,631.5109344,3083.992065,9220.083157,4531.090335,5549.560669,6821.87914,8397.291367,#DIV/0!,12866.61042,#DIV/0!,19907.73718,#DIV/0!,30947.95512,#DIV/0!,48274.61193,#DIV/0!,75529.13444
MESSAGEix-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1400f-COV-NDCp,USD2010/TCO2.Capita,,,,0,0,637.7038694,3232.264209,13528.36728,4644.67573,5750.78402,7183.480885,8977.169216,#DIV/0!,14286.93927,#DIV/0!,23094.29556,#DIV/0!,37816.59711,#DIV/0!,62619.7625,#DIV/0!,104502.684
MESSAGEix-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1400f-NDCp,USD2010/TCO2.Capita,,,,0,0,1985.174167,7122.599593,15892.92053,5345.502005,6618.508869,8267.382635,10331.71718,#DIV/0!,16442.66833,#DIV/0!,26578.94984,#DIV/0!,43522.67143,#DIV/0!,72068.3392,#DIV/0!,120270.8949
MESSAGEix-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600,USD2010/TCO2.Capita,,,,0,0,1985.174167,5062.203717,12392.1828,4833.191603,5430.429151,7399.143207,9330.435296,#DIV/0!,15432.62807,#DIV/0!,23369.79569,#DIV/0!,31851.31378,#DIV/0!,30831.15314,#DIV/0!,28244.98944
MESSAGEix-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-COV,USD2010/TCO2.Capita,,,,0,0,637.7038694,3145.377551,9489.376153,4109.426652,5237.176473,6351.904729,8223.155879,#DIV/0!,13098.03463,#DIV/0!,19161.41,#DIV/0!,29407.33137,#DIV/0!,35460.02549,#DIV/0!,22732.21959
MESSAGEix-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-COV-NDCp,USD2010/TCO2.Capita,,,,0,0,637.7038694,3232.264209,13528.36728,4046.459563,4917.85768,6367.003498,8113.76495,#DIV/0!,12723.38183,#DIV/0!,18567.21637,#DIV/0!,29579.73201,#DIV/0!,36293.42748,#DIV/0!,22672.60776
MESSAGEix-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-NDCp,USD2010/TCO2.Capita,,,,0,0,1985.174167,7122.599593,15892.92053,4802.588576,5728.504932,7349.589678,9223.986174,#DIV/0!,15408.3012,#DIV/0!,23143.09806,#DIV/0!,30974.2472,#DIV/0!,31401.84114,#DIV/0!,28062.24776
MESSAGEix-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f,USD2010/TCO2.Capita,,,,0,0,1985.174167,5062.203717,12392.1828,4178.773078,5173.928782,6462.913296,8076.678593,#DIV/0!,12853.83107,#DIV/0!,20777.7305,#DIV/0!,34023.2531,#DIV/0!,56338.43844,#DIV/0!,94020.12706
MESSAGEix-GLOBIOM 1.0,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-COV,USD2010/TCO2.Capita,,,,0,0,637.7038694,3145.377551,9489.376153,3646.471864,4514.862467,5639.653326,7047.853686,#DIV/0!,11216.48207,#DIV/0!,18131.01794,#DIV/0!,29689.29703,#DIV/0!,49161.92547,#DIV/0!,82043.63854
MESSAGEix-GLOBIOM 1.1,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-COV-NDCp,USD2010/TCO2.Capita,,,,0,0,637.7038694,3232.264257,13528.36766,3612.935254,4473.339235,5587.785454,6983.034684,#DIV/0!,11113.32407,#DIV/0!,17964.26634,#DIV/0!,29416.24316,#DIV/0!,48709.78316,#DIV/0!,81289.08064
MESSAGEix-GLOBIOM 1.1,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-NDCp,USD2010/TCO2.Capita,,,,0,0,1985.174167,7122.599698,15892.92099,4150.763252,5139.248506,6419.593181,8022.541705,10120.04754,12767.67335,#DIV/0!,20638.45912,#DIV/0!,33795.19768,#DIV/0!,55960.80852,#DIV/0!,93389.91844
MESSAGEix-GLOBIOM 1.1,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800,USD2010/TCO2.Capita,,,,0,0,1985.174167,5062.203792,12392.18315,3459.292553,4222.421754,5889.661893,6724.451361,8982.288565,10835.90227,#DIV/0!,16714.93654,#DIV/0!,27280.28303,#DIV/0!,37965.44935,#DIV/0!,28876.52753
MESSAGEix-GLOBIOM 1.1,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800-COV,USD2010/TCO2.Capita,,,,0,0,637.7038694,3145.377598,9489.376422,2816.026956,3501.286513,4868.710285,5646.72706,7613.179329,9591.773977,#DIV/0!,13370.63861,#DIV/0!,23636.13726,#DIV/0!,35959.69539,#DIV/0!,26268.33028
MESSAGEix-GLOBIOM 1.1,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800-COV-NDCp,USD2010/TCO2.Capita,,,,0,0,637.7038694,3232.264257,13528.36766,2975.962004,3257.328969,4854.217305,5498.693593,7702.130237,9665.599992,#DIV/0!,13314.64772,#DIV/0!,23348.11633,#DIV/0!,35201.94791,#DIV/0!,26413.7144
MESSAGEix-GLOBIOM 1.1,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800-NDCp,USD2010/TCO2.Capita,,,,0,0,1985.174167,7122.599698,15892.92099,3579.146254,4199.653616,5636.439386,6883.259222,8868.147115,10761.13564,#DIV/0!,16657.26881,#DIV/0!,27332.64621,#DIV/0!,38331.77132,#DIV/0!,28918.25415
MESSAGEix-GLOBIOM 1.1,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800f,USD2010/TCO2.Capita,,,,0,0,1985.174167,5062.203792,12392.18315,3335.610491,4129.970849,5158.873456,6447.024957,8132.609517,10260.27807,#DIV/0!,16585.34987,#DIV/0!,27158.2861,#DIV/0!,44970.87611,#DIV/0!,75049.42411
MESSAGEix-GLOBIOM 1.1,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800f-COV,USD2010/TCO2.Capita,,,,0,0,637.7038694,3145.377598,9489.376422,2907.43185,3599.823426,4496.650024,5619.446798,7088.659781,8943.208242,#DIV/0!,14456.35651,#DIV/0!,23672.08827,#DIV/0!,39198.14914,#DIV/0!,65415.63727
MESSAGEix-GLOBIOM 1.1,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800f-COV-NDCp,USD2010/TCO2.Capita,,,,0,0,637.7038694,3232.264257,13528.36766,2869.217143,3552.508061,4437.546948,5545.585905,6995.487844,8825.660489,#DIV/0!,14266.34503,#DIV/0!,23360.94704,#DIV/0!,38682.93645,#DIV/0!,64555.82712
MESSAGEix-GLOBIOM 1.1,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800f-NDCp,USD2010/TCO2.Capita,,,,0,0,1985.174167,7122.599698,15892.92099,3340.652954,4136.214152,5166.672157,6456.770965,8144.903634,10275.78859,#DIV/0!,16610.42205,#DIV/0!,27199.34145,#DIV/0!,45038.85886,#DIV/0!,75162.8768
MESSAGEix-GLOBIOM 1.1,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-2000,USD2010/TCO2.Capita,,,,0,0,1985.174167,5062.203792,12392.18315,2682.86918,3119.732309,3967.563045,5219.885183,6776.389455,8113.053069,#DIV/0!,12697.56663,#DIV/0!,21175.34528,#DIV/0!,30115.97654,#DIV/0!,35033.96076
MESSAGEix-GLOBIOM 1.1,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-2000-COV,USD2010/TCO2.Capita,,,,0,0,637.7038694,3145.377598,9489.376422,2351.801419,2714.474665,3564.351726,4382.075571,6136.470935,7667.22137,#DIV/0!,11263.89368,#DIV/0!,17815.84589,#DIV/0!,30194.49558,#DIV/0!,31947.34864
MESSAGEix-GLOBIOM 1.1,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-2000-COV-NDCp,USD2010/TCO2.Capita,,,,0,0,637.7038694,3232.264257,13528.36766,2465.164475,2794.737612,3421.119272,4272.907829,6123.812231,7539.195983,#DIV/0!,11264.89665,#DIV/0!,17771.15079,#DIV/0!,29791.66129,#DIV/0!,32107.15702
MESSAGEix-GLOBIOM 1.1,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-2000-NDCp,USD2010/TCO2.Capita,,,,0,0,1985.174167,7122.599698,15892.92099,2638.367619,3159.931608,3865.22834,5052.057542,6725.224554,8442.996216,#DIV/0!,12819.86501,#DIV/0!,21150.00105,#DIV/0!,30865.69893,#DIV/0!,34394.79756
MESSAGEix-GLOBIOM 1.1,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-2000f,USD2010/TCO2.Capita,,,,0,0,1985.174167,5062.203792,12392.18315,2650.215076,3281.351656,4098.837153,5122.301534,6461.535125,8152.014059,#DIV/0!,13177.42116,#DIV/0!,21577.84893,#DIV/0!,35730.33907,#DIV/0!,59628.39959
MESSAGEix-GLOBIOM 1.1,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-2000f-COV,USD2010/TCO2.Capita,,,,0,0,637.7038694,3145.377598,9489.376422,2377.6281,2943.84934,3677.252643,4595.448941,5796.936113,7313.541408,#DIV/0!,11822.06196,#DIV/0!,19358.46657,#DIV/0!,32055.30712,#DIV/0!,53495.3407
MESSAGEix-GLOBIOM 1.1,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-2000f-COV-NDCp,USD2010/TCO2.Capita,,,,0,0,637.7038694,3232.264257,13528.36766,2363.312441,2926.124472,3655.111966,4567.779819,5762.032857,7269.506696,#DIV/0!,11750.88152,#DIV/0!,19241.90956,#DIV/0!,31862.30265,#DIV/0!,53173.24614
MESSAGEix-GLOBIOM 1.1,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-2000f-NDCp,USD2010/TCO2.Capita,,,,0,0,1985.174167,7122.599698,15892.92099,2655.682714,3288.121387,4107.293431,5132.869314,6474.865867,8168.832414,#DIV/0!,13204.60739,#DIV/0!,21622.36602,#DIV/0!,35804.05405,#DIV/0!,59751.41847
MESSAGEix-GLOBIOM 1.1,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-2500,USD2010/TCO2.Capita,,,,0,0,1985.174167,5062.203792,12392.18315,1547.715652,1819.436465,2445.031075,2510.191558,3873.331029,4794.413638,#DIV/0!,6782.352787,#DIV/0!,12189.90272,#DIV/0!,18658.96682,#DIV/0!,32124.93086
MESSAGEix-GLOBIOM 1.1,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-2500-COV,USD2010/TCO2.Capita,,,,0,0,637.7038694,3145.377598,9489.376422,1227.559563,1646.912196,1988.899673,2662.061004,3127.939135,4229.292073,#DIV/0!,6460.655007,#DIV/0!,10156.40773,#DIV/0!,15820.21445,#DIV/0!,31403.07302
MESSAGEix-GLOBIOM 1.1,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-2500-COV-NDCp,USD2010/TCO2.Capita,,,,0,0,637.7038694,3232.264257,13528.36766,1230.673536,1636.24689,2051.107171,2584.666009,3188.682026,4078.052523,#DIV/0!,6351.994945,#DIV/0!,10155.31114,#DIV/0!,15538.2039,#DIV/0!,31611.95097
MESSAGEix-GLOBIOM 1.1,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-2500-NDCp,USD2010/TCO2.Capita,,,,0,0,1985.174167,7122.599698,15892.92099,1486.19652,1857.627182,2442.710029,2869.223471,3565.261786,4929.568192,#DIV/0!,6814.537438,#DIV/0!,12188.47136,#DIV/0!,18477.72257,#DIV/0!,32210.02755
MESSAGEix-GLOBIOM 1.1,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-2500f,USD2010/TCO2.Capita,,,,0,0,1985.174167,5062.203792,12392.18315,1600.152108,1981.221003,2474.804016,3092.753367,3901.358478,4922.039197,#DIV/0!,7956.289452,#DIV/0!,13028.31637,#DIV/0!,21573.3349,#DIV/0!,36002.55322
MESSAGEix-GLOBIOM 1.1,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-2500f-COV,USD2010/TCO2.Capita,,,,0,0,637.7038694,3145.377598,9489.376422,1427.47028,1767.415788,2207.733353,2758.996155,3480.33993,4390.872988,#DIV/0!,7097.679445,#DIV/0!,11622.3541,#DIV/0!,19245.2294,#DIV/0!,32117.30588
